periodo,periodo_fecha,product_id,tn,cust_request_qty,cust_request_tn,plan_precios_cuidados,cat1,cat2,cat3,sku_size,temp_media,temp_max_media,temp_min_media,IPC,promedio_mens_dolar_venta,catastrofe
201711,2017-11-01,21010,2.55062,102,2.55062,0,PC,PIEL1,Cara,30.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21014,0.872,185,0.872,0,PC,DEOS,NoAero,50.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21015,0.59619,72,0.59619,0,FOODS,SOPAS Y CALDOS,Sopas,10.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21016,0.81784,104,0.81784,0,FOODS,SOPAS Y CALDOS,Sazonadores,4.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21019,0.03645,9,0.03645,0,PC,PIEL2,LIQUIDOS,250.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21021,1.30692,87,1.30692,0,PC,PIEL2,Liquido,250.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21023,3.9408,264,3.9408,0,PC,DEOS,Aero,60.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21024,0.6496999999999999,102,0.6496999999999999,0,FOODS,SOPAS Y CALDOS,Sazonadores,4.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21027,0.52781,132,0.52781,0,PC,DEOS,NoAero,55.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21028,0.97402,147,0.97402,0,PC,PIEL1,Cara,50.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21029,0.81234,84,0.81234,0,PC,PIEL2,LIQUIDOS,250.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21030,0.41248999999999997,94,0.41248999999999997,0,FOODS,SOPAS Y CALDOS,Sopas,10.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21032,0.68721,195,0.68721,0,FOODS,SOPAS Y CALDOS,Salsas Dry,10.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21036,1.3736,192,1.3736,0,PC,DEOS,Aero,55.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21038,0.67152,121,0.67152,0,FOODS,SOPAS Y CALDOS,Sazonadores,4.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21041,0.79676,107,0.79676,0,PC,PIEL2,LIQUIDOS,250.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21045,1.98354,100,1.98354,0,FOODS,SOPAS Y CALDOS,Sazonadores,10.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21046,0.39066,88,0.39066,0,FOODS,SOPAS Y CALDOS,Sopas,10.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21047,0.80089,65,0.80089,0,PC,PIEL2,LIQUIDOS,250.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21048,0.60942,124,0.60942,0,HC,HOGAR,Paño,1.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21049,0.96567,141,0.96567,0,PC,PIEL2,LIQUIDOS,225.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21050,0.5557,90,0.5557,0,PC,DEOS,NoAero,50.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21051,1.69017,116,1.69017,0,PC,PIEL2,Gel Ducha,250.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21055,0.62132,135,0.62132,0,PC,PIEL1,Cuerpo,50.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21057,0.48046,115,0.48046,0,PC,PIEL1,Cara,50.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21062,0.85607,149,0.85607,0,PC,PIEL1,Cara,50.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21063,0.81119,73,0.81334,0,PC,CABELLO,POST WASH,200.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21067,0.36693,25,0.36693,0,FOODS,SOPAS Y CALDOS,Sopas,5.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21068,1.52869,99,1.52869,0,PC,PIEL2,Gel Ducha,250.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21069,1.63805,84,1.63805,0,PC,PIEL1,Cuerpo,400.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21070,1.57902,88,1.57902,0,PC,PIEL1,Cara,200.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21071,0.74968,164,0.74968,0,PC,DEOS,NoAero,55.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21076,1.3736899999999999,113,1.3736899999999999,0,PC,CABELLO,POST WASH,200.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21077,0.60167,62,0.60167,0,PC,CABELLO,POST WASH,200.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21080,0.57656,133,0.57656,0,PC,PIEL1,Cara,50.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21081,1.92567,125,1.92567,0,FOODS,SOPAS Y CALDOS,Dishes,8.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21082,0.15647,14,0.15939,0,PC,DEOS,Aero,89.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21083,0.86487,48,0.86487,0,PC,CABELLO,POST WASH,420.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21085,1.82668,109,1.82668,0,PC,PIEL1,CUIDADO ESPECIAL,350.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21088,0.49687,120,0.49687,0,FOODS,SOPAS Y CALDOS,Salsas Dry,10.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21090,1.31173,118,1.31174,1,PC,DEOS,Aero,55.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21091,0.87876,83,0.87876,0,FOODS,SOPAS Y CALDOS,Dishes,8.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21094,1.1695200000000001,60,1.1695200000000001,0,PC,CABELLO,Tratamiento Fem,350.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21113,0.22187,40,0.22187,0,FOODS,SOPAS Y CALDOS,Sopas,10.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21118,0.71688,336,0.71688,0,PC,DENTAL,Cepilllo,2.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21120,0.32411,50,0.32411,0,FOODS,SOPAS Y CALDOS,Sopas,10.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21122,0.20671,41,0.20671,0,FOODS,SOPAS Y CALDOS,Sopas,10.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21124,0.37834,90,0.37834,0,PC,CABELLO,POST WASH,100.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21125,0.50861,112,0.50861,0,desconocida,desconocida,desconocida,0.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21130,0.44062999999999997,91,0.44062999999999997,0,PC,CABELLO,POST WASH,100.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21131,0.34517,169,0.34517,0,FOODS,SOPAS Y CALDOS,Salsas Dry,10.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21151,0.80837,138,0.80837,0,FOODS,SOPAS Y CALDOS,Salsas Dry,10.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21152,0.32209,70,0.32209,0,FOODS,SOPAS Y CALDOS,Sazonadores,4.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21155,0.66752,232,0.66752,0,HC,HOGAR,Esponja,1.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21156,0.37678,99,0.37678,0,PC,DEOS,NoAero,50.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21161,0.05668,10,0.05668,0,FOODS,TE,Azul,10.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21162,0.36035,15,0.36035,0,PC,CABELLO,POST WASH,400.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21167,0.71948,190,0.71949,0,HC,HOGAR,Paño,1.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21170,0.20969,42,0.20969,0,FOODS,TE,Especial,20.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21180,1.29322,123,1.29322,0,HC,HOGAR,Paño,1.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21181,0.47468,37,0.47468,0,FOODS,TE,Especial,20.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21182,0.11238,28,0.11238,0,FOODS,SOPAS Y CALDOS,Sopas,10.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21184,0.64108,238,0.64108,0,HC,HOGAR,Esponja,1.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21185,0.13269,10,0.13269,0,FOODS,TE,Azul,225.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21189,0.52156,68,0.52156,0,PC,CABELLO,Tratamiento Fem,150.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21190,0.18001,155,0.18001,0,PC,DEOS,Aero,50.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21192,0.19363999999999998,24,0.19363999999999998,0,FOODS,TE,Verde,20.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21194,0.65282,330,0.65282,0,PC,DENTAL,Cepilllo,2.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21195,0.81195,177,0.81197,0,HC,HOGAR,Paño,1.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21198,0.69105,65,0.69105,0,PC,CABELLO,POST WASH,150.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21200,0.17074999999999999,158,0.17074999999999999,0,PC,DEOS,Aero,50.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21202,0.24115,23,0.24115,0,FOODS,TE,Hierbas,20.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21207,0.58753,316,0.58753,0,PC,DENTAL,Cepilllo,2.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21212,0.29857,120,0.29891,0,HC,HOGAR,Esponja,1.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21213,0.0489,3,0.0489,0,PC,CABELLO,POST WASH,150.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21217,0.12612,8,0.12612,0,desconocida,desconocida,desconocida,0.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21218,0.09445,13,0.09445,0,FOODS,TE,Hierbas,20.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21222,0.06989999999999999,14,0.06989999999999999,0,FOODS,TE,Verde,20.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21224,0.12038,116,0.12038,0,PC,DEOS,Aero,50.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21255,0.02273,11,0.02273,0,FOODS,TE,Especial,10.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21257,0.015179999999999999,9,0.015179999999999999,0,FOODS,TE,Especial,10.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21264,0.053849999999999995,13,0.053849999999999995,0,FOODS,TE,Frutas,20.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21271,0.02006,13,0.02006,0,FOODS,TE,Frutas,20.0,20.7,26.2,15.2,1.4,17.48,False
201711,2017-11-01,21273,0.25284,1,0.25284,0,desconocida,desconocida,desconocida,0.0,20.7,26.2,15.2,1.4,17.48,False
201712,2017-12-01,20001,1049.3886,435,1098.8392900000001,0,HC,ROPA LAVADO,Liquido,3000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20002,820.58984,469,835.21742,0,HC,ROPA LAVADO,Liquido,3000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20003,961.66344,264,992.2408,0,FOODS,ADEREZOS,Mayonesa,475.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20004,568.79679,336,584.32502,0,FOODS,ADEREZOS,Mayonesa,240.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20005,329.42894,258,357.57969,0,FOODS,ADEREZOS,Mayonesa,120.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20006,530.36517,371,546.04902,0,HC,VAJILLA,Cristalino,750.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20007,607.52412,401,629.4841,0,HC,ROPA ACONDICIONADOR,ACONDICIONADOR,900.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20008,543.14221,375,596.05952,0,HC,VAJILLA,Opaco,750.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20009,514.8801,405,515.64488,0,HC,ROPA LAVADO,Liquido,3000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20010,507.57042,279,558.63235,0,HC,ROPA LAVADO,Polvo,400.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20011,565.20828,338,574.9052399999999,0,HC,ROPA LAVADO,Polvo,3000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20012,675.98234,409,687.7691599999999,0,HC,ROPA ACONDICIONADOR,ACONDICIONADOR,800.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20013,393.16913999999997,412,401.56389,0,HC,HOGAR,Cremoso,750.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20014,614.15073,298,619.50207,0,HC,ROPA ACONDICIONADOR,ACONDICIONADOR,3000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20015,480.79299000000003,450,480.79299000000003,0,HC,ROPA LAVADO,Liquido,800.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20016,605.61774,510,613.61118,0,HC,ROPA LAVADO,Polvo,3000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20017,342.76535,318,354.52824,0,HC,VAJILLA,Opaco,750.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20018,330.9502,313,374.11216,0,HC,VAJILLA,Cristalino,750.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20019,618.1105,343,619.68734,0,FOODS,ADEREZOS,Mayonesa,950.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20020,318.13018,258,322.67289,0,HC,ROPA LAVADO,Polvo,800.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20021,365.47935,262,365.47935,0,HC,ROPA LAVADO,Polvo,400.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20022,430.66729,332,439.50814,0,HC,ROPA LAVADO,Polvo,800.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20023,275.0202,362,277.8048,0,FOODS,ADEREZOS,Mostaza,240.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20024,326.5353,203,329.05782,0,HC,ROPA LAVADO,Polvo,3000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20025,263.7999,247,289.00872,0,HC,ROPA LAVADO,Polvo,3000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20026,280.69245,404,287.98663999999997,0,HC,ROPA LAVADO,Liquido,800.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20027,359.60688,691,360.91477,0,HC,HOGAR,Antigrasa,450.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20028,185.97852,228,187.94412,0,HC,ROPA LAVADO,Polvo,3000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20029,236.61708,250,259.67234,0,HC,VAJILLA,Cristalino,750.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20030,363.8726,215,375.5752,0,HC,ROPA LAVADO,Polvo,5000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20031,337.29695,350,339.27127,0,HC,ROPA LAVADO,Polvo,800.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20033,242.85261,357,243.61701,0,FOODS,ADEREZOS,Ketchup,240.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20034,342.04716,301,362.4894,0,HC,ROPA LAVADO,Polvo,3000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20035,210.20574,246,216.07634,0,HC,ROPA LAVADO,Polvo,400.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20036,412.1208,286,426.2804,0,HC,ROPA LAVADO,Polvo,5000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20037,111.47494,322,111.48324,0,FOODS,SOPAS Y CALDOS,Caldo Cubo,12.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20038,167.80113,264,170.70147,0,HC,ROPA LAVADO,Polvo,800.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20039,195.79342,361,209.64434,0,HC,ROPA MANCHAS,Ladrillo,200.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20040,278.98438,316,296.23662,0,HC,VAJILLA,Cristalino,750.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20041,181.75261,229,182.58253,0,HC,ROPA LAVADO,Polvo,400.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20042,137.69601,352,138.42112,0,HC,VAJILLA,Gel,500.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20043,279.16764,336,280.14608,0,HC,ROPA LAVADO,Polvo,800.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20044,169.06547,478,169.06547,0,PC,CABELLO,SHAMPOO,930.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20045,150.41601,295,150.41601,0,HC,ROPA LAVADO,Liquido,800.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20046,158.15177,215,158.77421,0,FOODS,ADEREZOS,Mayonesa,475.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20047,165.3691,431,165.3691,0,PC,CABELLO,SHAMPOO,930.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20048,171.99911,313,171.99911,0,FOODS,SOPAS Y CALDOS,Salsas Wet,350.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20049,201.01598,266,206.25922,0,HC,ROPA ACONDICIONADOR,ACONDICIONADOR,3000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20050,179.69955000000002,229,181.62146,0,HC,ROPA LAVADO,Polvo,800.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20051,3.05513,18,3.05513,0,HC,ROPA ACONDICIONADOR,ACONDICIONADOR,900.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20052,393.75727,151,393.75727,0,FOODS,SOPAS Y CALDOS,Pure de Tomate,500.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20053,201.84949,415,204.60258,0,HC,HOGAR,Vidrios,450.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20054,120.63519000000001,397,123.15541,0,PC,CABELLO,SHAMPOO,930.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20055,127.0004,210,127.81876,0,HC,ROPA ACONDICIONADOR,Diluido,900.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20056,88.18368,112,88.77827,0,HC,ROPA ACONDICIONADOR,Diluido,3000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20057,133.51752,376,138.23496,0,HC,HOGAR,Cremoso,375.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20058,122.67701,449,123.34924,0,PC,PIEL2,Barra,90.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20059,118.82963,405,119.22771999999999,0,PC,CABELLO,ACONDICIONADOR,930.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20060,214.55613,319,218.46985999999998,0,HC,ROPA LAVADO,Polvo,800.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20061,125.70324,440,131.27649,0,PC,CABELLO,ACONDICIONADOR,930.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20062,167.99393,468,168.50613,0,HC,HOGAR,LAVANDINA EN GEL,700.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20063,107.25285,328,107.25285,0,HC,VAJILLA,Gel,500.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20064,176.88580000000002,185,178.01420000000002,0,HC,ROPA LAVADO,Polvo,5000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20065,129.9753,306,129.9753,0,HC,HOGAR,Cremoso,750.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20066,102.68293,226,106.54422,0,HC,ROPA LAVADO,Polvo,800.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20067,144.82545,248,146.74736000000001,0,HC,ROPA LAVADO,Polvo,800.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20068,146.94794,318,146.9579,0,HC,HOGAR,Antigrasa,900.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20069,122.12062,280,123.79794,0,HC,ROPA LAVADO,Polvo,400.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20070,131.56923,439,131.56923,0,HC,VAJILLA,Gel,300.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20071,134.79654,263,134.79654,0,HC,ROPA LAVADO,Polvo,400.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20072,168.6321,296,168.66486,0,HC,ROPA LAVADO,Polvo,3000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20073,56.47684,100,56.47684,0,HC,VAJILLA,Gel,450.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20074,83.66596,199,84.48326,0,HC,ROPA ACONDICIONADOR,ACONDICIONADOR,900.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20075,100.78833,394,101.64241,0,PC,CABELLO,SHAMPOO,930.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20076,102.2358,365,105.02777,0,HC,HOGAR,Baño,450.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20077,110.12906,234,110.12906,0,FOODS,SOPAS Y CALDOS,Salsas Wet,350.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20078,112.38738,220,112.38738,0,FOODS,ADEREZOS,Mostaza,500.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20079,110.89809,247,111.68433,0,FOODS,SOPAS Y CALDOS,Pure de Papas,125.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20080,96.29776,377,98.68629,0,PC,CABELLO,ACONDICIONADOR,930.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20081,124.75827,375,127.2726,0,PC,PIEL2,Jabon Regular,375.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20082,104.64637,258,135.65043,0,HC,ROPA MANCHAS,Ladrillo,200.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20083,198.95148,274,200.14722,0,HC,ROPA LAVADO,Polvo,3000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20084,106.67724,180,106.67724,0,FOODS,ADEREZOS,Mayonesa,475.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20086,44.32169,177,44.32169,0,FOODS,OTROS,Almidon,500.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20087,16.04433,47,16.04433,0,HC,ROPA ACONDICIONADOR,ACONDICIONADOR,900.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20088,137.13857,244,137.75839,0,HC,ROPA ACONDICIONADOR,ACONDICIONADOR,4000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20090,61.43076,278,61.43076,0,FOODS,SOPAS Y CALDOS,Caldo Cubo,12.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20091,94.42751,228,96.94348,0,HC,ROPA LAVADO,Polvo,400.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20092,78.68133,268,78.68133,0,HC,HOGAR,Cremoso,750.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20093,115.66736999999999,358,116.46999,0,PC,PIEL2,Jabon Regular,375.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20094,78.4502,348,79.25965,0,PC,CABELLO,ACONDICIONADOR,930.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20095,72.26315,149,72.28362,0,FOODS,ADEREZOS,Ketchup,500.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20096,52.023160000000004,227,52.023160000000004,0,FOODS,OTROS,Almidon,215.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20097,114.20629,208,116.50658,0,HC,VAJILLA,Opaco,1250.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20098,177.3979,219,192.17265999999998,0,HC,ROPA LAVADO,Liquido,1500.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20099,99.52092,233,100.1157,0,HC,VAJILLA,Opaco,4000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20100,93.39227,274,94.81733,0,FOODS,ADEREZOS,Mostaza,60.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20101,97.3791,355,98.18172,0,PC,PIEL2,Jabon Regular,375.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20102,114.72826,142,114.79541,0,HC,ROPA LAVADO,Liquido,3000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20103,61.02272,255,61.02272,0,HC,VAJILLA,Gel,300.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20104,241.94580000000002,280,241.96796,0,HC,ROPA LAVADO,Liquido,3000.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20105,75.02083,178,75.02083,0,FOODS,SOPAS Y CALDOS,Salsas Wet,350.0,24.700000000000003,30.3,19.1,3.1,17.73,False
201712,2017-12-01,20106,105.37254,369,106.97778,0,PC,PIEL2,Jabon Regular,375.0,24.700000000000003,30.3,19.1,3.1,17.73,False
